Frame,Time,FaceDetected,LeftIrisX,LeftIrisY,RightIrisX,RightIrisY,EAR,Blink,TotalBlinks,Yaw,Pitch,Roll,HorizontalGaze,VerticalGaze,OnScreen,HorizontalRatio,VerticalRatio,AttentionState
341,13.784,True,696.0,316.0,840.0,330.0,0.2645,False,4,-5.504983851080257,-32.16471308542744,-173.30494543181968,Center,Up,False,0.475,0.519,Looking Up
342,13.824,True,697.0,315.0,840.0,328.0,0.2761,False,4,-5.27586497525177,-32.022408407095384,-174.13297150915963,Center,Up,False,0.479,0.489,Looking Up
343,13.865,True,698.0,314.0,841.0,325.0,0.2787,False,4,-4.968116381019809,-32.13468306261226,-175.03429694748246,Center,Up,False,0.482,0.479,Looking Up
344,13.905,True,700.0,314.0,843.0,322.0,0.2681,False,4,-4.175842669338463,-31.81081290427198,-176.36926010540873,Center,Up,False,0.482,0.482,Looking Up
345,13.946,True,700.0,312.0,844.0,321.0,0.2658,False,4,-4.170489066735398,-31.299552092214576,-177.4599779613029,Center,Up,False,0.462,0.442,Looking Up
346,13.986,True,703.0,312.0,847.0,319.0,0.266,False,4,-3.555979459559119,-30.07051981306848,-178.1941722060235,Center,Up,False,0.464,0.405,Looking Up
347,14.026,True,706.0,311.0,850.0,318.0,0.263,False,4,-2.5847560587302554,-27.90728501672952,-178.76288388413943,Center,Up,False,0.44,0.417,Looking Up
348,14.067,True,710.0,311.0,853.0,317.0,0.2704,False,4,-1.061542345115414,-26.82718776497031,-179.76857016244477,Center,Up,False,0.42,0.397,Looking Up
349,14.107,True,713.0,310.0,856.0,316.0,0.2822,False,4,-0.816514451415651,-25.535783007981863,179.5712199078766,Center,Up,False,0.424,0.407,Looking Up
350,14.148,True,716.0,308.0,859.0,312.0,0.2822,False,4,-0.37119645875206037,-24.88956360851188,179.03129490755938,Center,Up,False,0.421,0.385,Looking Up
351,14.188,True,717.0,305.0,861.0,309.0,0.2672,False,4,-0.25385725306729023,-23.971307087085776,178.60261088285446,Center,Up,False,0.413,0.423,Looking Up
352,14.229,True,719.0,301.0,862.0,304.0,0.2797,False,4,0.7111382261541063,-23.347809724498557,178.18369856948974,Center,Up,False,0.413,0.419,Looking Up
353,14.269,True,722.0,294.0,866.0,298.0,0.2766,False,4,1.2910957630872968,-23.063660873920362,178.0970401745824,Center,Up,False,0.429,0.353,Looking Up
354,14.309,True,726.0,287.0,869.0,291.0,0.2647,False,4,1.6576337164922743,-23.347970057775235,177.63697909504108,Center,Up,False,0.484,0.319,Looking Up
355,14.35,True,730.0,278.0,872.0,283.0,0.3083,False,4,2.014644098381354,-22.124328120700977,177.6913225741377,Center,Up,False,0.501,0.366,Looking Up
356,14.39,True,733.0,270.0,874.0,274.0,0.3148,False,4,1.7955436203586161,-20.565947049478627,177.67443792452215,Center,Up,False,0.521,0.406,Looking Up
357,14.431,True,734.0,263.0,875.0,268.0,0.3055,False,4,1.5969088137034888,-17.23958701706547,177.991199579187,Center,Up,False,0.518,0.443,Looking Up
358,14.471,True,735.0,256.0,876.0,262.0,0.3222,False,4,2.437923566494143,-12.364737724484614,178.41892430552682,Center,Up,False,0.503,0.4,Looking Up
359,14.511,True,735.0,251.0,875.0,258.0,0.2676,False,4,1.4332401754032904,-6.627011300171573,179.83030839272573,Center,Center,True,0.49,0.456,Focused
360,14.552,True,732.0,245.0,875.0,254.0,0.1959,True,5,1.473111016704769,-2.607858637550124,-179.83002198547533,Closed,Closed,False,0.443,0.432,Blink
361,14.592,True,731.0,232.0,871.0,240.0,0.226,False,5,15.852763214858488,27.26414316319383,4.491789008377098,Right,Down,False,0.463,0.363,Looking Right
362,14.633,True,729.0,225.0,866.0,233.0,0.284,False,5,0.9740242570361136,5.443568680920248,-178.762646667396,Center,Center,True,0.482,0.449,Focused
363,14.673,True,728.0,221.0,863.0,229.0,0.2815,False,5,14.512928738164728,30.970992109082236,4.883880474829222,Center,Down,False,0.486,0.479,Looking Down
364,14.714,True,728.0,219.0,862.0,226.0,0.2908,False,5,13.02188539841662,33.09664930375447,4.36426591227962,Center,Down,False,0.491,0.469,Looking Down
365,14.754,True,728.0,216.0,861.0,223.0,0.305,False,5,11.995860723944094,35.74916734682994,4.639850801607413,Center,Down,False,0.517,0.51,Looking Down
366,14.794,True,727.0,213.0,860.0,220.0,0.3177,False,5,12.102329962341143,37.29387172881415,4.92769051455085,Center,Down,False,0.522,0.545,Looking Down
367,14.835,True,726.0,211.0,857.0,217.0,0.3235,False,5,-1.3875751956094,24.82378721326642,-176.9122465075841,Center,Down,False,0.518,0.539,Looking Down
368,14.875,True,725.0,208.0,857.0,214.0,0.3248,False,5,-1.989626869374331,28.607748754323396,-176.44896641237142,Center,Down,False,0.517,0.557,Looking Down
369,14.916,True,724.0,205.0,855.0,211.0,0.335,False,5,-2.1805871304416837,28.908036439817618,-176.35130310718807,Center,Down,False,0.477,0.571,Looking Down
370,14.956,True,723.0,203.0,855.0,209.0,0.3185,False,5,10.09136159898296,42.29603845004085,4.580746896967187,Center,Down,False,0.476,0.577,Looking Down
371,14.997,True,723.0,204.0,854.0,208.0,0.3277,False,5,-2.521636463294693,33.1707761269267,-176.80504357860235,Center,Down,False,0.483,0.618,Looking Down
372,15.037,True,724.0,203.0,854.0,208.0,0.3172,False,5,-2.7259351829355016,35.295050110230775,-176.2665904428415,Center,Down,False,0.462,0.612,Looking Down
373,15.077,True,726.0,202.0,855.0,206.0,0.3123,False,5,-2.560633936529603,37.618483881981476,-176.17495282854435,Center,Down,False,0.473,0.582,Looking Down
374,15.118,True,728.0,199.0,856.0,203.0,0.2915,False,5,-3.555977416154714,39.92978930772553,-176.40590081223647,Center,Down,False,0.486,0.555,Looking Down
375,15.158,True,728.0,194.0,857.0,198.0,0.3068,False,5,-3.5891967450680657,40.307096316831554,-177.00694513614502,Center,Down,False,0.474,0.539,Looking Down
376,15.199,True,729.0,190.0,858.0,194.0,0.2912,False,5,10.063780837939698,51.106023263635926,3.939714079716732,Center,Down,False,0.504,0.573,Looking Down
377,15.239,True,730.0,185.0,859.0,187.0,0.29,False,5,-3.467161950615691,41.82952084806658,-177.40632926677654,Center,Down,False,0.512,0.594,Looking Down
378,15.279,True,730.0,183.0,860.0,184.0,0.2962,False,5,-3.931301654942531,41.32068248608454,-177.54560299515333,Center,Down,False,0.493,0.616,Looking Down
379,15.32,True,731.0,187.0,862.0,187.0,0.3041,False,5,-4.517111827700729,42.07607696005825,-177.49959344813487,Center,Down,False,0.496,0.681,Looking Down
380,15.36,True,731.0,190.0,862.0,189.0,0.2774,False,5,-4.9226620779694255,42.78428331256662,-178.07093508635865,Center,Down,False,0.479,0.606,Looking Down
381,15.401,True,731.0,189.0,863.0,189.0,0.2887,False,5,-4.416969776833688,42.35704781108867,-178.32157855087715,Center,Down,False,0.491,0.613,Looking Down
382,15.441,True,731.0,186.0,865.0,184.0,0.2815,False,5,-4.809378578498593,42.377483042715355,-178.48881079885092,Center,Down,False,0.464,0.645,Looking Down
383,15.482,True,732.0,184.0,864.0,181.0,0.2828,False,5,-5.236534192535091,43.12936843729937,-178.91472790382042,Center,Down,False,0.479,0.636,Looking Down
384,15.522,True,732.0,184.0,865.0,181.0,0.2797,False,5,-4.887210597728231,42.578532160080464,-178.32242380337684,Center,Down,False,0.488,0.649,Looking Down
385,15.562,True,733.0,182.0,866.0,179.0,0.2754,False,5,-5.276874430484788,42.89524948583979,-178.24272285408458,Center,Down,False,0.512,0.686,Looking Down
386,15.603,True,733.0,182.0,866.0,179.0,0.2869,False,5,-5.350715435898896,42.86368509408715,-177.9839911650099,Center,Down,False,0.49,0.701,Looking Down
387,15.643,True,733.0,184.0,867.0,182.0,0.2652,False,5,-5.238505935088868,42.9899933508375,-177.64852071142806,Center,Down,False,0.5,0.702,Looking Down
388,15.684,True,733.0,186.0,866.0,184.0,0.2762,False,5,-5.42102570023645,42.88624995061548,-177.71812399046934,Center,Down,False,0.489,0.661,Looking Down
389,15.724,True,732.0,187.0,866.0,186.0,0.2706,False,5,-5.142244742009867,43.449862200706406,-177.25856442860282,Center,Down,False,0.497,0.648,Looking Down
390,15.765,True,731.0,186.0,865.0,185.0,0.283,False,5,-5.208416113614902,42.67159124557488,-177.64408148160777,Center,Down,False,0.503,0.659,Looking Down
391,15.805,True,730.0,184.0,864.0,183.0,0.2865,False,5,-5.746921493186013,42.32999525814323,-177.64013379580112,Center,Down,False,0.494,0.641,Looking Down
392,15.845,True,728.0,183.0,862.0,183.0,0.2989,False,5,-5.349802679442047,41.663014882323615,-177.8433086373289,Center,Down,False,0.506,0.633,Looking Down
393,15.886,True,726.0,184.0,860.0,183.0,0.2958,False,5,-5.682673411112617,41.67433559579171,-178.05899568290033,Center,Down,False,0.482,0.627,Looking Down
394,15.926,True,725.0,185.0,858.0,184.0,0.287,False,5,-5.868743476216825,41.73767743621169,-177.66220114492964,Center,Down,False,0.475,0.61,Looking Down
395,15.967,True,723.0,186.0,857.0,185.0,0.2939,False,5,-5.776984283097746,42.03366971269029,-177.4441316200224,Center,Down,False,0.479,0.61,Looking Down
396,16.007,True,722.0,188.0,855.0,186.0,0.3047,False,5,-5.820744479676783,41.859227430446744,-177.97433827161717,Center,Down,False,0.478,0.636,Looking Down
397,16.047,True,720.0,189.0,853.0,186.0,0.2936,False,5,-5.873355853807192,41.802802851413226,-177.99715454900706,Center,Down,False,0.487,0.67,Looking Down
398,16.088,True,719.0,188.0,852.0,186.0,0.288,False,5,-5.676903806311497,41.81158201411801,-177.89014761460794,Center,Down,False,0.491,0.638,Looking Down
399,16.128,True,719.0,189.0,852.0,186.0,0.2928,False,5,-5.9253611520603435,41.717752217280456,-177.81408037593673,Center,Down,False,0.491,0.634,Looking Down
400,16.169,True,720.0,188.0,852.0,186.0,0.3065,False,5,-5.952432976982482,42.78503822888887,-178.0374102892021,Center,Down,False,0.512,0.629,Looking Down
401,16.209,True,720.0,188.0,853.0,186.0,0.3004,False,5,-6.284595884462301,42.77011260056,-178.11614759536943,Center,Down,False,0.51,0.619,Looking Down
402,16.25,True,720.0,188.0,853.0,185.0,0.2971,False,5,-6.3471761554341715,41.30372544057328,-177.92127465941584,Center,Down,False,0.483,0.627,Looking Down
403,16.29,True,720.0,189.0,852.0,186.0,0.2975,False,5,-6.368629225644489,42.14561208405775,-177.58871389613373,Center,Down,False,0.484,0.617,Looking Down
404,16.33,True,720.0,190.0,853.0,187.0,0.3034,False,5,-6.417224052107164,40.30495881944173,-178.16916677475123,Center,Down,False,0.476,0.573,Looking Down
405,16.371,True,719.0,191.0,853.0,189.0,0.2927,False,5,-6.16169322494289,41.10632056656635,-177.90087941686457,Center,Down,False,0.494,0.624,Looking Down
406,16.411,True,720.0,192.0,853.0,190.0,0.3194,False,5,-5.865415657548124,40.77777073558515,-177.81583521997234,Center,Down,False,0.504,0.622,Looking Down
407,16.452,True,719.0,191.0,853.0,189.0,0.3058,False,5,-6.176750502515255,39.78488825024614,-178.59312621775584,Center,Down,False,0.502,0.619,Looking Down
408,16.492,True,719.0,191.0,853.0,189.0,0.3123,False,5,-6.718990954598741,39.16359092963274,-178.3073841539686,Center,Down,False,0.481,0.565,Looking Down
409,16.533,True,719.0,192.0,854.0,190.0,0.3146,False,5,-6.641273480796064,37.83823808593841,-178.6235471310863,Center,Down,False,0.495,0.562,Looking Down
410,16.573,True,719.0,194.0,854.0,191.0,0.3064,False,5,5.695995372364613,46.86341129940642,1.5061955820750645,Center,Down,False,0.496,0.588,Looking Down
411,16.613,True,718.0,196.0,853.0,193.0,0.32,False,5,-6.497984277388635,37.097603547951834,-178.4809947195144,Center,Down,False,0.487,0.546,Looking Down
412,16.654,True,718.0,197.0,852.0,194.0,0.3102,False,5,-6.519079393476663,36.23176902540103,-178.51495502202079,Center,Down,False,0.494,0.548,Looking Down
413,16.694,True,716.0,197.0,849.0,195.0,0.3198,False,5,-6.928246288144334,34.61999744505594,-178.7742652428066,Center,Down,False,0.492,0.564,Looking Down
414,16.735,True,714.0,198.0,848.0,196.0,0.3166,False,5,-7.301274109521087,34.47406014554045,-178.80018743596838,Center,Down,False,0.486,0.539,Looking Down
415,16.775,True,713.0,200.0,846.0,198.0,0.3189,False,5,-7.767171997819896,35.28846549667838,-179.1400777818886,Center,Down,False,0.487,0.512,Looking Down
416,16.816,True,712.0,204.0,846.0,202.0,0.3222,False,5,4.086506099954897,43.98975893450827,0.20504194723984262,Center,Down,False,0.501,0.538,Looking Down
417,16.856,True,710.0,208.0,845.0,206.0,0.3098,False,5,4.394777998112534,43.329468830437605,0.06255199013271799,Center,Down,False,0.496,0.536,Looking Down
418,16.896,True,710.0,211.0,845.0,208.0,0.3021,False,5,4.534600240310815,42.11902464871554,0.09437106890506815,Center,Down,False,0.515,0.575,Looking Down
419,16.937,True,709.0,213.0,846.0,210.0,0.296,False,5,4.204863912152441,40.72888302986036,-0.0048007140215855,Center,Down,False,0.495,0.582,Looking Down
420,16.977,True,709.0,214.0,845.0,212.0,0.2748,False,5,3.9373360565706834,40.08025307871458,0.040775302895898306,Center,Down,False,0.502,0.579,Looking Down
421,17.018,True,709.0,215.0,845.0,215.0,0.267,False,5,3.584543817275909,38.88067975632641,0.08644455046915789,Center,Down,False,0.485,0.507,Looking Down
422,17.058,True,709.0,219.0,845.0,219.0,0.2533,False,5,3.440180671159551,38.49426436193294,0.27655776491634226,Center,Down,False,0.502,0.517,Looking Down
423,17.098,True,709.0,222.0,844.0,221.0,0.252,False,5,3.0364081593024284,37.31313352064039,0.46373725893236484,Center,Down,False,0.498,0.511,Looking Down
424,17.139,True,709.0,225.0,845.0,225.0,0.2441,False,5,2.8597580564416134,36.93628503892333,0.5486271569108118,Center,Down,False,0.5,0.501,Looking Down
425,17.179,True,707.0,228.0,844.0,229.0,0.2391,False,5,3.557354647283015,36.03411271076037,0.8392071584073549,Center,Down,False,0.477,0.505,Looking Down
426,17.22,True,705.0,232.0,841.0,234.0,0.2332,False,5,4.552118353313325,35.42540957068903,1.2451396598242452,Center,Down,False,0.463,0.495,Looking Down
427,17.26,True,704.0,235.0,841.0,238.0,0.2245,False,5,3.581004551200512,34.08607374914115,1.2720099752069012,Center,Down,False,0.457,0.442,Looking Down
428,17.301,True,704.0,240.0,841.0,242.0,0.2275,False,5,3.336148551332612,33.361352154319306,1.3024405848260379,Center,Down,False,0.465,0.463,Looking Down
429,17.341,True,703.0,243.0,841.0,245.0,0.2317,False,5,4.176903550105378,32.61420420824546,1.7611026834358934,Center,Down,False,0.461,0.55,Looking Down
430,17.381,True,703.0,245.0,841.0,248.0,0.2336,False,5,-7.479950859736745,17.633205833276552,-177.72373967294737,Center,Down,False,0.457,0.504,Looking Down
431,17.422,True,703.0,249.0,841.0,252.0,0.2241,False,5,4.148119824128319,30.432618814484417,2.036973805080017,Center,Down,False,0.45,0.518,Looking Down
432,17.462,True,703.0,253.0,842.0,256.0,0.2183,True,6,-6.9945988985584835,12.930468216161179,-177.2003339444117,Center,Down,False,0.457,0.52,Blink
433,17.503,True,703.0,256.0,842.0,260.0,0.2303,False,6,-6.877422586441619,7.764240996031279,-176.99279547815536,Center,Center,True,0.457,0.548,Focused
434,17.543,True,701.0,261.0,841.0,266.0,0.2016,True,7,-6.660078343899119,8.779366467177711,-177.2415886251827,Center,Center,True,0.442,0.516,Blink
435,17.584,True,701.0,265.0,841.0,270.0,0.2019,False,7,-7.090049291256271,7.562851889587206,-176.68994540608136,Center,Center,True,0.436,0.546,Focused
436,17.624,True,701.0,268.0,841.0,275.0,0.1968,False,7,-7.146529225250328,2.204713776604388,-176.09902387406282,Closed,Closed,False,0.443,0.518,Looking Closed
437,17.664,True,702.0,272.0,841.0,279.0,0.1821,False,7,3.2247624723504646,24.27357496167405,3.447251021266456,Closed,Closed,False,0.441,0.468,Looking Closed
438,17.705,True,701.0,277.0,840.0,283.0,0.1983,False,7,-7.223803213183738,-7.0864729664123125,-175.3561164926867,Closed,Closed,False,0.423,0.511,Looking Closed
439,17.745,True,703.0,279.0,842.0,288.0,0.1786,False,7,-6.958520926593943,-14.849643167377103,-174.55530715228346,Closed,Closed,False,0.439,0.445,Eyes Closed
440,17.786,True,705.0,282.0,844.0,291.0,0.1714,False,7,-7.321038792029684,-17.95448282783198,-173.8242764513286,Closed,Closed,False,0.459,0.432,Eyes Closed
441,17.826,True,705.0,285.0,844.0,295.0,0.2081,False,7,-7.076375635401801,-18.378422310024558,-173.75671412883355,Center,Up,False,0.447,0.433,Looking Up
442,17.866,True,705.0,287.0,844.0,298.0,0.2134,False,7,-7.2925348369348155,-19.99048599422018,-173.51349241904305,Center,Up,False,0.456,0.45,Looking Up
443,17.907,True,706.0,288.0,844.0,300.0,0.2128,False,7,-7.177595829800788,-21.218826478958235,-173.43885873717366,Center,Up,False,0.462,0.434,Looking Up
444,17.947,True,705.0,289.0,845.0,300.0,0.1917,False,7,-7.212270829568499,-21.817472199388238,-173.5686315941963,Closed,Closed,False,0.467,0.402,Looking Closed
445,17.988,True,705.0,289.0,845.0,300.0,0.198,False,7,-7.1452883901889725,-22.904340345146586,-173.3422994205633,Closed,Closed,False,0.461,0.449,Looking Closed
446,18.028,True,705.0,288.0,844.0,300.0,0.1989,False,7,-7.036582180874927,-22.198930323964166,-173.52766457923067,Closed,Closed,False,0.459,0.432,Looking Closed
447,18.069,True,707.0,287.0,846.0,298.0,0.1812,False,7,-7.370482327560283,-21.919608639456953,-173.61155203640556,Closed,Closed,False,0.484,0.452,Looking Closed
448,18.109,True,705.0,285.0,847.0,295.0,0.2166,False,7,-7.320347808697215,-22.512547711289997,-173.48845684235675,Center,Up,False,0.465,0.457,Looking Up
449,18.149,True,705.0,284.0,847.0,294.0,0.2346,False,7,-7.2809799292413615,-22.73222431090643,-173.74064692567634,Center,Up,False,0.483,0.496,Looking Up
450,18.19,True,704.0,284.0,846.0,294.0,0.2418,False,7,-7.699542608484904,-23.14927948801898,-173.4575437907381,Center,Up,False,0.481,0.481,Looking Up
451,18.23,True,704.0,283.0,845.0,293.0,0.2367,False,7,-7.279642436765712,-22.862407065223437,-173.5489132452218,Center,Up,False,0.496,0.503,Looking Up
452,18.271,True,703.0,283.0,844.0,292.0,0.238,False,7,-7.155035715056471,-21.995436396595938,-173.62053630550312,Center,Up,False,0.485,0.496,Looking Up
453,18.311,True,703.0,282.0,844.0,292.0,0.2393,False,7,-7.299302099323915,-22.606944531788596,-173.70932165099657,Center,Up,False,0.5,0.498,Looking Up
454,18.352,True,702.0,283.0,843.0,292.0,0.2396,False,7,-7.69780597251012,-22.24155831641589,-173.66137446773433,Center,Up,False,0.485,0.507,Looking Up
455,18.392,True,701.0,283.0,842.0,293.0,0.2315,False,7,-7.1518104531583395,-23.078975803642326,-173.83970013893997,Center,Up,False,0.481,0.442,Looking Up
456,18.432,True,701.0,284.0,842.0,293.0,0.235,False,7,-7.433657836226798,-22.461885013668436,-173.9634593467099,Center,Up,False,0.48,0.47,Looking Up
457,18.473,True,701.0,283.0,842.0,293.0,0.2436,False,7,-7.467075168139006,-23.13576567333806,-173.65342158858527,Center,Up,False,0.479,0.467,Looking Up
458,18.513,True,700.0,283.0,842.0,293.0,0.2371,False,7,-7.480081694581127,-22.118489761354535,-173.9503636568726,Center,Up,False,0.488,0.501,Looking Up
459,18.554,True,699.0,283.0,842.0,292.0,0.2427,False,7,-7.232513332047334,-22.987206030928522,-174.1405444460597,Center,Up,False,0.486,0.485,Looking Up
460,18.594,True,699.0,284.0,840.0,292.0,0.2443,False,7,-7.527511853226368,-21.76518685646971,-173.99007318407578,Center,Up,False,0.482,0.493,Looking Up
461,18.634,True,698.0,284.0,840.0,293.0,0.2472,False,7,-7.616225771777132,-20.9638447974093,-174.26351792965397,Center,Up,False,0.485,0.5,Looking Up
462,18.675,True,697.0,284.0,839.0,292.0,0.2425,False,7,-7.244162285906031,-23.622596903493985,-174.4965902497119,Center,Up,False,0.488,0.519,Looking Up
463,18.715,True,696.0,285.0,839.0,292.0,0.2527,False,7,-7.3739029810747505,-22.821225980576976,-174.5228939185546,Center,Up,False,0.479,0.471,Looking Up
464,18.756,True,694.0,285.0,836.0,291.0,0.2496,False,7,-7.226124945713759,-23.911518833448792,-174.82107622980226,Center,Up,False,0.464,0.466,Looking Up
465,18.796,True,692.0,284.0,834.0,291.0,0.252,False,7,-6.949063888327634,-23.19368136190013,-175.2594622439484,Center,Up,False,0.471,0.469,Looking Up
466,18.837,True,690.0,284.0,832.0,291.0,0.2598,False,7,-7.3624606032726465,-20.879905576914535,-175.5387164111697,Center,Up,False,0.464,0.436,Looking Up
467,18.877,True,688.0,287.0,830.0,293.0,0.2598,False,7,-7.133742437569967,-21.26887149839867,-175.96273926799336,Center,Up,False,0.458,0.435,Looking Up
468,18.917,True,686.0,288.0,828.0,293.0,0.2637,False,7,-6.882199289950387,-22.463242392839103,-176.12225673577754,Center,Up,False,0.462,0.405,Looking Up
469,18.958,True,682.0,288.0,825.0,293.0,0.2625,False,7,-6.78820404957369,-21.809183105857436,-176.2177639048394,Center,Up,False,0.436,0.413,Looking Up
470,18.998,True,675.0,287.0,817.0,290.0,0.2489,False,7,-6.521347247802509,-21.60151289501122,-177.10424051555512,Left,Up,False,0.355,0.473,Looking Left
471,19.039,True,672.0,286.0,813.0,288.0,0.2619,False,7,-6.374152004820188,-22.041040274434636,-177.38986504760598,Left,Up,False,0.355,0.477,Looking Left
472,19.079,True,670.0,286.0,811.0,289.0,0.2618,False,7,-6.831118047648104,-21.201781152413005,-176.89544675830538,Left,Up,False,0.327,0.525,Looking Left
473,19.12,True,668.0,287.0,809.0,289.0,0.2658,False,7,-7.129742709757684,-20.051066669683824,-176.952142872251,Left,Up,False,0.341,0.495,Looking Left
474,19.16,True,667.0,288.0,808.0,289.0,0.2558,False,7,-7.213850907521221,-20.360759442068805,-176.80716333846468,Left,Up,False,0.339,0.483,Looking Left
475,19.2,True,665.0,287.0,805.0,288.0,0.2626,False,7,-7.042082474994327,-20.65470944202823,-176.94064548179736,Left,Up,False,0.329,0.514,Looking Left
476,19.241,True,664.0,286.0,804.0,287.0,0.2642,False,7,-6.95005443343185,-20.13465604427173,-177.3631679040145,Left,Up,False,0.347,0.488,Looking Left
477,19.281,True,663.0,284.0,803.0,285.0,0.2633,False,7,-7.74017113743629,-17.55856638970726,-177.159285178061,Left,Up,False,0.322,0.535,Looking Left
478,19.322,True,661.0,284.0,801.0,285.0,0.2539,False,7,-7.275464531038673,-18.443193430902383,-177.48053674990774,Left,Up,False,0.326,0.516,Looking Left
479,19.362,True,661.0,285.0,800.0,286.0,0.2582,False,7,-7.679449586903292,-17.8658150257531,-177.2639347507801,Left,Up,False,0.318,0.533,Looking Left
480,19.403,True,660.0,286.0,800.0,287.0,0.2561,False,7,-7.525810894175745,-17.98997178995698,-177.34307669473853,Left,Up,False,0.33,0.502,Looking Left
481,19.443,True,660.0,287.0,800.0,288.0,0.2631,False,7,-7.913614272017528,-18.49525946145557,-177.28158647264846,Left,Up,False,0.318,0.548,Looking Left
482,19.483,True,661.0,287.0,801.0,288.0,0.2613,False,7,-7.6792753139177465,-18.771673443404207,-177.40030861549283,Left,Up,False,0.327,0.518,Looking Left
483,19.524,True,661.0,286.0,801.0,288.0,0.2574,False,7,-7.742801021448537,-17.889691233130353,-177.40484169409234,Left,Up,False,0.312,0.542,Looking Left
484,19.564,True,664.0,287.0,805.0,287.0,0.2598,False,7,-7.73569973172307,-19.585450715744102,-177.1649266960467,Left,Up,False,0.352,0.487,Looking Left
485,19.605,True,671.0,286.0,811.0,287.0,0.2498,False,7,-8.062755677109685,-20.458040665946623,-176.60921118394492,Center,Up,False,0.459,0.476,Looking Up
486,19.645,True,671.0,286.0,812.0,287.0,0.2619,False,7,-7.797888089987485,-20.124113686116356,-176.81371075820937,Center,Up,False,0.454,0.454,Looking Up
487,19.685,True,673.0,287.0,812.0,287.0,0.2545,False,7,-8.20952577495049,-19.960413769506964,-176.6802347703397,Center,Up,False,0.467,0.476,Looking Up
488,19.726,True,674.0,287.0,813.0,288.0,0.2536,False,7,-7.7871206433824005,-21.537791499239347,-176.59138628214288,Center,Up,False,0.467,0.485,Looking Up
489,19.766,True,674.0,286.0,814.0,288.0,0.2655,False,7,-7.958227812933879,-20.13842216419907,-176.67658772718312,Center,Up,False,0.449,0.432,Looking Up
490,19.807,True,673.0,287.0,814.0,289.0,0.2635,False,7,-8.124881365203914,-20.594751497949563,-176.7118713972556,Center,Up,False,0.448,0.456,Looking Up
491,19.847,True,674.0,287.0,815.0,289.0,0.2629,False,7,-7.846276167281117,-21.726256721013943,-176.56725051285298,Center,Up,False,0.458,0.461,Looking Up
492,19.888,True,675.0,286.0,815.0,288.0,0.2637,False,7,-7.888652639884046,-20.704301884967553,-176.69379683264032,Center,Up,False,0.458,0.443,Looking Up
493,19.928,True,675.0,286.0,816.0,288.0,0.257,False,7,-7.50255032821235,-20.528751203676283,-176.521352843235,Center,Up,False,0.456,0.468,Looking Up
494,19.968,True,675.0,286.0,816.0,289.0,0.2628,False,7,-7.502384686759235,-20.839257759843296,-176.59057741482945,Center,Up,False,0.453,0.421,Looking Up
495,20.009,True,675.0,287.0,816.0,289.0,0.2632,False,7,-7.6810536266955465,-21.013553904427784,-176.44012405072152,Center,Up,False,0.458,0.432,Looking Up
496,20.049,True,675.0,288.0,815.0,289.0,0.2576,False,7,-7.479113989777598,-20.90575172476794,-176.579245604809,Center,Up,False,0.454,0.445,Looking Up
497,20.09,True,675.0,287.0,815.0,289.0,0.2587,False,7,-7.532131268042394,-21.174024664328726,-176.56338701542313,Center,Up,False,0.458,0.45,Looking Up
498,20.13,True,675.0,287.0,815.0,289.0,0.2625,False,7,-7.6164553680247185,-20.70897718261241,-176.34996996140984,Center,Up,False,0.46,0.46,Looking Up
